# Misclassified BGL Logs
# Total: 316 / 401
# Format: TRUE_LABEL PRED_LABEL CONFIDENCE | LOG_LINE
#================================================================================

TRUE:0 PRED:1 CONF:0.010 | 1120889703 2005.07.08 R05-M0-N2 2005-07-08-23.15.03.798449 R05-M0-N2 NULL DISCOVERY WARNING Node card is not fully functional
TRUE:0 PRED:1 CONF:0.022 | 1118772122 2005.06.14 R27-M0-N1-C:J08-U11 2005-06-14-11.02.02.749469 R27-M0-N1-C:J08-U11 RAS KERNEL FATAL icache prefetch threshold................0
TRUE:0 PRED:1 CONF:0.022 | 1121598608 2005.07.17 R16-M1-NB-C:J07-U11 2005-07-17-04.10.08.166749 R16-M1-NB-C:J07-U11 RAS KERNEL INFO generating core.5738
TRUE:0 PRED:1 CONF:0.022 | 1122144042 2005.07.23 R36-M1-NE-C:J11-U11 2005-07-23-11.40.42.753000 R36-M1-NE-C:J11-U11 RAS KERNEL INFO generating core.29493
TRUE:0 PRED:1 CONF:0.022 | 1121312220 2005.07.13 R23-M1-NF-C:J12-U11 2005-07-13-20.37.00.827496 R23-M1-NF-C:J12-U11 RAS KERNEL INFO generating core.4505
TRUE:0 PRED:1 CONF:0.022 | 1127245515 2005.09.20 R26-M0-N7 2005-09-20-12.45.15.754325 R26-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED, found 04D78137922FFFFF040E1C3052ED
TRUE:0 PRED:1 CONF:0.022 | 1120968838 2005.07.09 R11-M0-N2-C:J04-U11 2005-07-09-21.13.58.391696 R11-M0-N2-C:J04-U11 RAS KERNEL INFO generating core.5167
TRUE:0 PRED:1 CONF:0.022 | 1131131501 2005.11.04 R63-M0-N8-C:J03-U11 2005-11-04-11.11.41.412257 R63-M0-N8-C:J03-U11 RAS KERNEL INFO 54004554 floating point alignment exceptions
TRUE:0 PRED:1 CONF:0.022 | 1127380615 2005.09.22 R63-M1-NA-C:J14-U11 2005-09-22-02.16.55.345135 R63-M1-NA-C:J14-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
TRUE:0 PRED:1 CONF:0.022 | 1119725280 2005.06.25 R20-M0-N7-C:J15-U11 2005-06-25-11.48.00.361268 R20-M0-N7-C:J15-U11 RAS KERNEL INFO generating core.58616
TRUE:0 PRED:1 CONF:0.022 | 1121006882 2005.07.10 R32-M1-N3-C:J10-U11 2005-07-10-07.48.02.079501 R32-M1-N3-C:J10-U11 RAS KERNEL INFO generating core.15313
TRUE:0 PRED:1 CONF:0.022 | 1126969026 2005.09.17 UNKNOWN_LOCATION 2005-09-17-07.57.06.422022 UNKNOWN_LOCATION NULL DISCOVERY INFO Ido chip status changed: FF:F2:9F:15:7B:E0:00:0D:60:EA:84:1F ip=10.7.0.130 v=13 t=1 status=M Sat Sep 17 07:49:04 PDT 2005
TRUE:0 PRED:1 CONF:0.022 | 1133646587 2005.12.03 R55-M0-N9-C:J06-U11 2005-12-03-13.49.47.382429 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds
TRUE:0 PRED:1 CONF:0.022 | 1121308207 2005.07.13 R22-M0-N4-C:J02-U01 2005-07-13-19.30.07.825519 R22-M0-N4-C:J02-U01 RAS KERNEL INFO generating core.30671
TRUE:0 PRED:1 CONF:0.022 | 1120932594 2005.07.09 R01-M1-N9-C:J14-U01 2005-07-09-11.09.54.062141 R01-M1-N9-C:J14-U01 RAS KERNEL INFO generating core.56320
TRUE:0 PRED:1 CONF:0.022 | 1121311483 2005.07.13 R32-M0-N0-C:J09-U01 2005-07-13-20.24.43.430319 R32-M0-N0-C:J09-U01 RAS KERNEL INFO generating core.19942
TRUE:0 PRED:1 CONF:0.022 | 1118773750 2005.06.14 R25-M1-NF-C:J16-U11 2005-06-14-11.29.10.800711 R25-M1-NF-C:J16-U11 RAS KERNEL FATAL data address space................0
TRUE:0 PRED:1 CONF:0.022 | 1131059636 2005.11.03 R66-M1-ND-C:J14-U11 2005-11-03-15.13.56.350902 R66-M1-ND-C:J14-U11 RAS KERNEL INFO iar 00106210 dear 0244c23c
TRUE:0 PRED:1 CONF:0.022 | 1121707209 2005.07.18 R30-M1-NE-C:J02-U11 2005-07-18-10.20.09.218913 R30-M1-NE-C:J02-U11 RAS KERNEL INFO generating core.29207
TRUE:0 PRED:1 CONF:0.022 | 1120449671 2005.07.03 R31-M0-N7-C:J13-U01 2005-07-03-21.01.11.603590 R31-M0-N7-C:J13-U01 RAS KERNEL INFO generating core.4193
TRUE:0 PRED:1 CONF:0.022 | 1121597851 2005.07.17 R36-M1-N1-C:J08-U01 2005-07-17-03.57.31.777381 R36-M1-N1-C:J08-U01 RAS KERNEL INFO generating core.64146
TRUE:0 PRED:1 CONF:0.023 | 1119725160 2005.06.25 R33-M1-N2-C:J10-U01 2005-06-25-11.46.00.991233 R33-M1-N2-C:J10-U01 RAS KERNEL INFO generating core.22421
TRUE:0 PRED:1 CONF:0.023 | 1118758243 2005.06.14 R36-M0-N0-C:J04-U11 2005-06-14-07.10.43.523299 R36-M0-N0-C:J04-U11 RAS KERNEL INFO generating core.1711
TRUE:0 PRED:1 CONF:0.023 | 1131064315 2005.11.03 R27-M1-N2-C:J10-U01 2005-11-03-16.31.55.074652 R27-M1-N2-C:J10-U01 RAS KERNEL INFO 2354412 floating point alignment exceptions
TRUE:0 PRED:1 CONF:0.023 | 1120937817 2005.07.09 R22-M0-N5-C:J07-U11 2005-07-09-12.36.57.597431 R22-M0-N5-C:J07-U11 RAS KERNEL INFO generating core.28666
TRUE:0 PRED:1 CONF:0.023 | 1120786826 2005.07.07 R12-M1-NF-C:J13-U01 2005-07-07-18.40.26.584600 R12-M1-NF-C:J13-U01 RAS KERNEL INFO generating core.841
TRUE:0 PRED:1 CONF:0.023 | 1131061480 2005.11.03 R61-M0-N8-C:J03-U01 2005-11-03-15.44.40.306019 R61-M0-N8-C:J03-U01 RAS KERNEL INFO 2354412 floating point alignment exceptions
TRUE:0 PRED:1 CONF:0.023 | 1121313927 2005.07.13 R06-M1-N8-C:J16-U11 2005-07-13-21.05.27.499424 R06-M1-N8-C:J16-U11 RAS KERNEL INFO generating core.3980
TRUE:0 PRED:1 CONF:0.023 | 1120939974 2005.07.09 R24-M0-N1-C:J17-U01 2005-07-09-13.12.54.616018 R24-M0-N1-C:J17-U01 RAS KERNEL INFO generating core.31192
TRUE:0 PRED:1 CONF:0.023 | 1121308295 2005.07.13 R31-M1-N5-C:J15-U11 2005-07-13-19.31.35.829394 R31-M1-N5-C:J15-U11 RAS KERNEL INFO generating core.26224
TRUE:0 PRED:1 CONF:0.023 | 1120969436 2005.07.09 R27-M0-N2-C:J03-U11 2005-07-09-21.23.56.916963 R27-M0-N2-C:J03-U11 RAS KERNEL INFO generating core.11135
TRUE:0 PRED:1 CONF:0.023 | 1120931199 2005.07.09 R31-M0-NF-C:J04-U01 2005-07-09-10.46.39.218896 R31-M0-NF-C:J04-U01 RAS KERNEL INFO generating core.40979
TRUE:0 PRED:1 CONF:0.023 | 1123685937 2005.08.10 R14-M1-N0-C:J07-U11 2005-08-10-07.58.57.502279 R14-M1-N0-C:J07-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
TRUE:0 PRED:1 CONF:0.023 | 1119714992 2005.06.25 R20-M1-NB-C:J17-U01 2005-06-25-08.56.32.658269 R20-M1-NB-C:J17-U01 RAS KERNEL INFO generating core.4184
TRUE:0 PRED:1 CONF:0.024 | 1121494164 2005.07.15 R34-M0-N5-C:J03-U11 2005-07-15-23.09.24.725815 R34-M0-N5-C:J03-U11 RAS KERNEL INFO generating core.36339
TRUE:0 PRED:1 CONF:0.024 | 1131060157 2005.11.03 R66-M1-NB-C:J17-U01 2005-11-03-15.22.37.393511 R66-M1-NB-C:J17-U01 RAS KERNEL INFO 487476 floating point alignment exceptions
TRUE:0 PRED:1 CONF:0.024 | 1121706993 2005.07.18 R37-M1-NE-C:J02-U11 2005-07-18-10.16.33.614707 R37-M1-NE-C:J02-U11 RAS KERNEL INFO generating core.25367
TRUE:0 PRED:1 CONF:0.024 | 1125222491 2005.08.28 R42-M1-NE-C:J15-U11 2005-08-28-02.48.11.570833 R42-M1-NE-C:J15-U11 RAS KERNEL INFO 39309752 double-hummer alignment exceptions
TRUE:0 PRED:1 CONF:0.024 | 1118772927 2005.06.14 R27-M0-N6-C:J02-U11 2005-06-14-11.15.27.823191 R27-M0-N6-C:J02-U11 RAS KERNEL FATAL rts internal error
TRUE:0 PRED:1 CONF:0.024 | 1127243352 2005.09.20 NULL 2005-09-20-12.09.12.363370 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.024 | 1121598788 2005.07.17 R12-M0-NF-C:J16-U01 2005-07-17-04.13.08.062527 R12-M0-NF-C:J16-U01 RAS KERNEL INFO generating core.58120
TRUE:0 PRED:1 CONF:0.024 | 1120968439 2005.07.09 R25-M1-NF-C:J10-U11 2005-07-09-21.07.19.074851 R25-M1-NF-C:J10-U11 RAS KERNEL INFO generating core.21145
TRUE:0 PRED:1 CONF:0.024 | 1121493886 2005.07.15 R20-M1-N2-C:J03-U11 2005-07-15-23.04.46.601583 R20-M1-N2-C:J03-U11 RAS KERNEL INFO generating core.38143
TRUE:0 PRED:1 CONF:0.024 | 1119715100 2005.06.25 R26-M0-N6-C:J13-U11 2005-06-25-08.58.20.635863 R26-M0-N6-C:J13-U11 RAS KERNEL INFO generating core.58109
TRUE:0 PRED:1 CONF:0.024 | 1127243412 2005.09.20 NULL 2005-09-20-12.10.12.752571 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.024 | 1120972565 2005.07.09 R01-M1-N7-C:J11-U11 2005-07-09-22.16.05.307549 R01-M1-N7-C:J11-U11 RAS KERNEL INFO generating core.2233
TRUE:0 PRED:1 CONF:0.024 | 1121599612 2005.07.17 R00-M1-N0-C:J08-U11 2005-07-17-04.26.52.789085 R00-M1-N0-C:J08-U11 RAS KERNEL INFO generating core.30886
TRUE:0 PRED:1 CONF:0.024 | 1121494252 2005.07.15 R33-M0-NF-C:J11-U01 2005-07-15-23.10.52.087816 R33-M0-NF-C:J11-U01 RAS KERNEL INFO generating core.42833
TRUE:0 PRED:1 CONF:0.024 | 1127243531 2005.09.20 NULL 2005-09-20-12.12.11.388103 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.024 | 1127781971 2005.09.26 R34-M0-N8-I:J18-U11 2005-09-26-17.46.11.092617 R34-M0-N8-I:J18-U11 RAS KERNEL INFO ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV
TRUE:0 PRED:1 CONF:0.024 | 1120940599 2005.07.09 R16-M0-NB-C:J04-U01 2005-07-09-13.23.19.130183 R16-M0-NB-C:J04-U01 RAS KERNEL INFO generating core.61963
TRUE:0 PRED:1 CONF:0.025 | 1118771330 2005.06.14 R26-M1-N6-C:J05-U01 2005-06-14-10.48.50.649332 R26-M1-N6-C:J05-U01 RAS KERNEL FATAL floating pt ex mode 1 enable......0
TRUE:0 PRED:1 CONF:0.025 | 1121599219 2005.07.17 R01-M0-ND-C:J16-U01 2005-07-17-04.20.19.372170 R01-M0-ND-C:J16-U01 RAS KERNEL INFO generating core.43008
TRUE:0 PRED:1 CONF:0.025 | 1127243349 2005.09.20 NULL 2005-09-20-12.09.09.807842 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.025 | 1121599333 2005.07.17 R31-M0-N0-C:J04-U11 2005-07-17-04.22.13.319842 R31-M0-N0-C:J04-U11 RAS KERNEL INFO generating core.14519
TRUE:0 PRED:1 CONF:0.025 | 1131366730 2005.11.07 R50-M0-N4-I:J18-U01 2005-11-07-04.32.10.481855 R50-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied
TRUE:0 PRED:1 CONF:0.025 | 1127243377 2005.09.20 NULL 2005-09-20-12.09.37.578989 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.025 | 1127243221 2005.09.20 NULL 2005-09-20-12.07.01.621806 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.025 | 1118149821 2005.06.07 R20-M1-N4-C:J09-U01 2005-06-07-06.10.21.214757 R20-M1-N4-C:J09-U01 RAS KERNEL INFO generating core.310
TRUE:0 PRED:1 CONF:0.026 | 1120935040 2005.07.09 R07-M1-ND-C:J17-U11 2005-07-09-11.50.40.338378 R07-M1-ND-C:J17-U11 RAS KERNEL INFO generating core.51808
TRUE:0 PRED:1 CONF:0.026 | 1121312231 2005.07.13 R23-M0-NB-C:J11-U11 2005-07-13-20.37.11.588497 R23-M0-NB-C:J11-U11 RAS KERNEL INFO generating core.27577
TRUE:0 PRED:1 CONF:0.026 | 1133925845 2005.12.06 R36-M0-N2-C:J05-U01 2005-12-06-19.24.05.504553 R36-M0-N2-C:J05-U01 RAS KERNEL INFO Kernel detected 3830884 integer alignment exceptions (3830877) iar 0x00544ea8, dear 0x01fc1ba0 (3830878) iar 0x00544eb8, dear 0x01fc1bc0 (3830879) iar 0x00544ea8, dear 0x01fc1be0 (3830880) iar 0x00544eb8, dear 0x01fc1c00 (3830881) iar 0x00544ee0, dear 0x01fc1c20 (3830882) iar 0x00544ef0, dear 0x01fc1c40 (3830883) iar 0x00544ee0, dear 0x01fc1c60 (3830884) iar 0x00544ef0, dear 0x01fc1c80
TRUE:0 PRED:1 CONF:0.026 | 1133638373 2005.12.03 R56-M0-NA-C:J15-U11 2005-12-03-11.32.53.165837 R56-M0-NA-C:J15-U11 RAS KERNEL INFO Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280
TRUE:0 PRED:1 CONF:0.026 | 1127243216 2005.09.20 NULL 2005-09-20-12.06.56.253999 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.026 | 1127248870 2005.09.20 NULL 2005-09-20-13.41.10.218619 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 CONF:0.027 | 1132232535 2005.11.17 R64-M1-N4-I:J18-U01 2005-11-17-05.02.15.807696 R64-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.460-1115: invalid or missing program image, Permission denied
TRUE:0 PRED:1 CONF:0.027 | 1121496382 2005.07.15 R11-M1-NA-C:J11-U01 2005-07-15-23.46.22.277125 R11-M1-NA-C:J11-U01 RAS KERNEL INFO generating core.46157
TRUE:0 PRED:1 CONF:0.027 | 1121598039 2005.07.17 R21-M1-NA-C:J05-U11 2005-07-17-04.00.39.450366 R21-M1-NA-C:J05-U11 RAS KERNEL INFO generating core.45183
TRUE:0 PRED:1 CONF:0.027 | 1125220268 2005.08.28 R75-M1-N8-C:J13-U11 2005-08-28-02.11.08.660202 R75-M1-N8-C:J13-U11 RAS KERNEL INFO 155918940 double-hummer alignment exceptions
TRUE:0 PRED:1 CONF:0.027 | 1135178837 2005.12.21 R62-M0-N4-I:J18-U01 2005-12-21-07.27.17.749308 R62-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160
TRUE:0 PRED:1 CONF:0.027 | 1121598991 2005.07.17 R11-M1-NA-C:J05-U11 2005-07-17-04.16.31.772786 R11-M1-NA-C:J05-U11 RAS KERNEL INFO generating core.45167
TRUE:0 PRED:1 CONF:0.028 | 1123043313 2005.08.02 UNKNOWN_LOCATION 2005-08-02-21.28.33.869729 UNKNOWN_LOCATION NULL DISCOVERY INFO New ido chip inserted into the database: FF:F2:9F:16:C4:C2:00:0D:60:E9:3B:3D ip=10.2.1.37 v=13 t=4
TRUE:0 PRED:1 CONF:0.028 | 1131601567 2005.11.09 R51-M1-N4-C:J07-U01 2005-11-09-21.46.07.597381 R51-M1-N4-C:J07-U01 RAS KERNEL INFO 5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected
TRUE:0 PRED:1 CONF:0.029 | 1121707109 2005.07.18 R22-M0-N2-C:J12-U11 2005-07-18-10.18.29.909939 R22-M0-N2-C:J12-U11 RAS KERNEL INFO generating core.31197
TRUE:0 PRED:1 CONF:0.030 | 1132234526 2005.11.17 R72-M1-NE-C:J04-U01 2005-11-17-05.35.26.782649 R72-M1-NE-C:J04-U01 RAS KERNEL INFO 18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 198 seconds
