TRUE:0 PRED:1 | 1121310909 2005.07.13 R33-M1-ND-C:J05-U11 2005-07-13-20.15.09.106661 R33-M1-ND-C:J05-U11 RAS KERNEL INFO generating core.9651
TRUE:0 PRED:1 | 1129820589 2005.10.20 R62-M0-N8-I:J18-U01 2005-10-20-08.03.09.612112 R62-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1134160697 2005.12.09 R64-M0-N8-I:J18-U11 2005-12-09-12.38.17.827307 R64-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /p/gb1/stella/UMT2K/1369/umt2k_DD: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1123976348 2005.08.13 R60-M1-NC-I:J18-U01 2005-08-13-16.39.08.734879 R60-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/stability/MDCASK/WORK/65576/inferno: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1127243219 2005.09.20 NULL 2005-09-20-12.06.59.554854 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121408299 2005.07.14 R23-M0-N0-I:J18-U01 2005-07-14-23.18.19.684786 R23-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map
TRUE:0 PRED:1 | 1121312018 2005.07.13 R36-M0-NB-C:J12-U01 2005-07-13-20.33.38.333720 R36-M0-NB-C:J12-U01 RAS KERNEL INFO generating core.18689
TRUE:0 PRED:1 | 1121904541 2005.07.20 R24-M1-N5-C:J03-U01 2005-07-20-17.09.01.109294 R24-M1-N5-C:J03-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1134160405 2005.12.09 R06-M0-N4-I:J18-U01 2005-12-09-12.33.25.851921 R06-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1121312351 2005.07.13 R37-M1-N8-C:J08-U11 2005-07-13-20.39.11.473210 R37-M1-N8-C:J08-U11 RAS KERNEL INFO generating core.27926
TRUE:0 PRED:1 | 1121252465 2005.07.13 R13-M0-N7-C:J09-U01 2005-07-13-04.01.05.366712 R13-M0-N7-C:J09-U01 RAS KERNEL INFO 114059360 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121494129 2005.07.15 R36-M0-NE-C:J05-U11 2005-07-15-23.08.49.027626 R36-M0-NE-C:J05-U11 RAS KERNEL INFO generating core.33399
TRUE:0 PRED:1 | 1133317778 2005.11.29 R01-M1-NC-I:J18-U01 2005-11-29-18.29.38.531250 R01-M1-NC-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001f5
TRUE:0 PRED:1 | 1123608612 2005.08.09 R40-M1-N5 2005-08-09-10.30.12.637004 R40-M1-N5 NULL DISCOVERY SEVERE Can not get assembly information for node card
TRUE:0 PRED:1 | 1121901493 2005.07.20 R05-M1-NC-C:J14-U11 2005-07-20-16.18.13.877286 R05-M1-NC-C:J14-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1124547186 2005.08.20 R65-M0-NC-I:J18-U01 2005-08-20-07.13.06.997141 R65-M0-NC-I:J18-U01 RAS KERNEL INFO ciod: generated 64 core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
TRUE:0 PRED:1 | 1121707109 2005.07.18 R22-M0-N2-C:J12-U11 2005-07-18-10.18.29.909939 R22-M0-N2-C:J12-U11 RAS KERNEL INFO generating core.31197
TRUE:0 PRED:1 | 1127265314 2005.09.20 R27-M1-N4-I:J18-U01 2005-09-20-18.15.14.037829 R27-M1-N4-I:J18-U01 RAS APP FATAL ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory
TRUE:0 PRED:1 | 1120262310 2005.07.01 R32-M1-ND-C:J11-U11 2005-07-01-16.58.30.209233 R32-M1-ND-C:J11-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1126211891 2005.09.08 R63-M1-NC-I:J18-U11 2005-09-08-13.38.11.467298 R63-M1-NC-I:J18-U11 RAS KERNEL INFO ciod: pollControlDescriptors: Detected the debugger died.
TRUE:0 PRED:1 | 1120262354 2005.07.01 R24-M1-NC-C:J07-U11 2005-07-01-16.59.14.798327 R24-M1-NC-C:J07-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1125084379 2005.08.26 R66-M0-N0-C:J16-U01 2005-08-26-12.26.19.940191 R66-M0-N0-C:J16-U01 RAS KERNEL INFO iar 003a9258 dear 0136bd38
TRUE:0 PRED:1 | 1123914577 2005.08.12 R61-M1-N0-I:J18-U01 2005-08-12-23.29.37.454616 R61-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1125084400 2005.08.26 R65-M0-N3-C:J04-U01 2005-08-26-12.26.40.236812 R65-M0-N3-C:J04-U01 RAS KERNEL INFO 1524480 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1127456570 2005.09.22 R57-M0-NB-C:J07-U11 2005-09-22-23.22.50.037439 R57-M0-NB-C:J07-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1
TRUE:0 PRED:1 | 1126275477 2005.09.09 R03-M1-N6-C:J11-U11 2005-09-09-07.17.57.768677 R03-M1-N6-C:J11-U11 RAS KERNEL INFO CE sym 6, at 0x1880a8e0, mask 0x40
TRUE:0 PRED:1 | 1126526629 2005.09.12 R20-M1-N8-C:J13-U11 2005-09-12-05.03.49.910676 R20-M1-N8-C:J13-U11 RAS KERNEL INFO suppressing further interrupts of same type
TRUE:0 PRED:1 | 1125084695 2005.08.26 R64-M0-N1-C:J02-U01 2005-08-26-12.31.35.708190 R64-M0-N1-C:J02-U01 RAS KERNEL INFO iar 003a926c dear 00f2b078
TRUE:0 PRED:1 | 1121314138 2005.07.13 R37-M0-NC-C:J11-U11 2005-07-13-21.08.58.817169 R37-M0-NC-C:J11-U11 RAS KERNEL INFO generating core.22325
TRUE:0 PRED:1 | 1135579635 2005.12.25 R62-M1-NA-C:J04-U01 2005-12-25-22.47.15.963417 R62-M1-NA-C:J04-U01 RAS KERNEL FATAL fpr29=0xffffffff ffffffff ffffffff ffffffff
TRUE:0 PRED:1 | 1121308655 2005.07.13 R23-M0-NB-C:J05-U01 2005-07-13-19.37.35.130931 R23-M0-NB-C:J05-U01 RAS KERNEL INFO generating core.27051
TRUE:0 PRED:1 | 1125083702 2005.08.26 R65-M0-ND-C:J12-U01 2005-08-26-12.15.02.887927 R65-M0-ND-C:J12-U01 RAS KERNEL INFO iar 003a9254 dear 00f05688
TRUE:0 PRED:1 | 1118767381 2005.06.14 R20-M0-N2-C:J13-U11 2005-06-14-09.43.01.478244 R20-M0-N2-C:J13-U11 RAS KERNEL FATAL program interrupt: illegal instruction......0
TRUE:0 PRED:1 | 1124972563 2005.08.25 R71-M0-NF-C:J04-U01 2005-08-25-05.22.43.295317 R71-M0-NF-C:J04-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
TRUE:0 PRED:1 | 1131129716 2005.11.04 R62-M0-NC-C:J15-U11 2005-11-04-10.41.56.879911 R62-M0-NC-C:J15-U11 RAS KERNEL INFO iar 0010650c dear 0246a95c
TRUE:0 PRED:1 | 1121256302 2005.07.13 R31-M1-N5-C:J02-U11 2005-07-13-05.05.02.446625 R31-M1-N5-C:J02-U11 RAS KERNEL INFO generating core.52403
TRUE:0 PRED:1 | 1127243213 2005.09.20 NULL 2005-09-20-12.06.53.608772 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121310867 2005.07.13 R26-M0-N9-C:J08-U01 2005-07-13-20.14.27.766914 R26-M0-N9-C:J08-U01 RAS KERNEL INFO generating core.32010
TRUE:0 PRED:1 | 1129897177 2005.10.21 R07-M1-N0-C:J17-U01 2005-10-21-05.19.37.093437 R07-M1-N0-C:J17-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
TRUE:0 PRED:1 | 1127264516 2005.09.20 R05-M0-N1-C:J06-U11 2005-09-20-18.01.56.398119 R05-M0-N1-C:J06-U11 RAS KERNEL FATAL rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
TRUE:0 PRED:1 | 1127243360 2005.09.20 NULL 2005-09-20-12.09.20.750312 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121494314 2005.07.15 R23-M0-NE-C:J16-U11 2005-07-15-23.11.54.188138 R23-M0-NE-C:J16-U11 RAS KERNEL INFO generating core.17212
TRUE:0 PRED:1 | 1119806939 2005.06.26 R05-M0-N7-C:J13-U01 2005-06-26-10.28.59.279042 R05-M0-N7-C:J13-U01 RAS KERNEL INFO program interrupt
TRUE:0 PRED:1 | 1128510395 2005.10.05 R62-M1-N8-I:J18-U01 2005-10-05-04.06.35.463665 R62-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1121902868 2005.07.20 R00-M0-N4-C:J17-U01 2005-07-20-16.41.08.898577 R00-M0-N4-C:J17-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1121496382 2005.07.15 R11-M1-NA-C:J11-U01 2005-07-15-23.46.22.277125 R11-M1-NA-C:J11-U01 RAS KERNEL INFO generating core.46157
TRUE:0 PRED:1 | 1121598788 2005.07.17 R12-M0-NF-C:J16-U01 2005-07-17-04.13.08.062527 R12-M0-NF-C:J16-U01 RAS KERNEL INFO generating core.58120
TRUE:0 PRED:1 | 1118772150 2005.06.14 R24-M0-NC-C:J12-U11 2005-06-14-11.02.30.070774 R24-M0-NC-C:J12-U11 RAS KERNEL FATAL machine state register: 0x00002000
TRUE:0 PRED:1 | 1131147273 2005.11.04 R63-M0-N4-C:J05-U11 2005-11-04-15.34.33.610222 R63-M0-N4-C:J05-U11 RAS KERNEL INFO iar 0010653c dear 0245a63c
TRUE:0 PRED:1 | 1127243560 2005.09.20 NULL 2005-09-20-12.12.40.943077 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1123262593 2005.08.05 R25-M1-N2 2005-08-05-10.23.13.029850 R25-M1-N2 NULL HARDWARE WARNING PrepareForService shutting down NodeCard(mLctn(R25-M1-N2), mCardSernum(203231503833343000000000594c31304b34333431303158), mLp(FF:F2:9F:16:CF:0F:00:0D:60:E9:30:F0), mIp(10.2.2.80), mType(4)) as part of Service Action 310
TRUE:0 PRED:1 | 1121006900 2005.07.10 R24-M1-N6-C:J05-U01 2005-07-10-07.48.20.756795 R24-M1-N6-C:J05-U01 RAS KERNEL INFO generating core.16623
TRUE:0 PRED:1 | 1121172311 2005.07.12 R25-M0-ND-C:J09-U01 2005-07-12-05.45.11.854624 R25-M0-ND-C:J09-U01 RAS KERNEL INFO generating core.9386
TRUE:0 PRED:1 | 1123915332 2005.08.12 R01-M0-NC-I:J18-U11 2005-08-12-23.42.12.603889 R01-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1118770603 2005.06.14 R24-M1-NE-C:J15-U11 2005-06-14-10.36.43.928442 R24-M1-NE-C:J15-U11 RAS KERNEL FATAL store operation.............................1
TRUE:0 PRED:1 | 1132328434 2005.11.18 R35-M0-NC-I:J18-U11 2005-11-18-07.40.34.306398 R35-M0-NC-I:J18-U11 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
TRUE:0 PRED:1 | 1129273482 2005.10.14 R53-M1-N0-C:J04-U11 2005-10-14-00.04.42.389631 R53-M1-N0-C:J04-U11 RAS KERNEL INFO 4 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
TRUE:0 PRED:1 | 1118770989 2005.06.14 R21-M1-N4-C:J17-U11 2005-06-14-10.43.09.420211 R21-M1-N4-C:J17-U11 RAS KERNEL FATAL data store interrupt caused by icbi.........0
TRUE:0 PRED:1 | 1129437983 2005.10.15 R25-M1-N0-I:J18-U01 2005-10-15-21.46.23.436761 R25-M1-N0-I:J18-U01 RAS KERNEL INFO ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/Urgent/COP/64K/opt_co_dc.rts
TRUE:0 PRED:1 | 1127264122 2005.09.20 R27-M0-N8-I:J18-U11 2005-09-20-17.55.22.058829 R27-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error loading /home/yates//bandwidth.rts: invalid or missing program image, No such file or directory
TRUE:0 PRED:1 | 1131590881 2005.11.09 R63-M0-N4-C:J05-U11 2005-11-09-18.48.01.657230 R63-M0-N4-C:J05-U11 RAS KERNEL INFO iar 00113898 dear 0fee9c4c
TRUE:0 PRED:1 | 1121006621 2005.07.10 R36-M0-N9-C:J11-U01 2005-07-10-07.43.41.076829 R36-M0-N9-C:J11-U01 RAS KERNEL INFO generating core.20257
TRUE:0 PRED:1 | 1125223914 2005.08.28 R51-M0-N6-C:J15-U01 2005-08-28-03.11.54.456031 R51-M0-N6-C:J15-U01 RAS KERNEL INFO iar 0014a150 dear 009b9288
TRUE:0 PRED:1 | 1118768162 2005.06.14 R25-M0-ND-C:J04-U01 2005-06-14-09.56.02.974678 R25-M0-ND-C:J04-U01 RAS KERNEL FATAL data address: 0x00000002
TRUE:0 PRED:1 | 1127243377 2005.09.20 NULL 2005-09-20-12.09.37.578989 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1125082778 2005.08.26 R63-M1-NB-C:J09-U01 2005-08-26-11.59.38.574254 R63-M1-NB-C:J09-U01 RAS KERNEL INFO iar 003a9294 dear 00c06c48
TRUE:0 PRED:1 | 1128832666 2005.10.08 R42-M1-ND-C:J07-U11 2005-10-08-21.37.46.422377 R42-M1-ND-C:J07-U11 RAS KERNEL INFO CE sym 20, at 0x0a508740, mask 0x02
TRUE:0 PRED:1 | 1133280774 2005.11.29 R55-M0-N9-C:J06-U11 2005-11-29-08.12.54.614554 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 13 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 4562 seconds
TRUE:0 PRED:1 | 1125209512 2005.08.27 R14-M1-N0-C:J07-U11 2005-08-27-23.11.52.680924 R14-M1-N0-C:J07-U11 RAS KERNEL INFO CE sym 10, at 0x01d7a160, mask 0x10
TRUE:0 PRED:1 | 1127243412 2005.09.20 NULL 2005-09-20-12.10.12.752571 NULL RAS MMCS ERROR idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)
TRUE:0 PRED:1 | 1121901515 2005.07.20 R14-M0-N8-C:J13-U11 2005-07-20-16.18.35.920838 R14-M0-N8-C:J13-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1125083240 2005.08.26 R61-M0-N8-C:J05-U01 2005-08-26-12.07.20.308532 R61-M0-N8-C:J05-U01 RAS KERNEL INFO 1547520 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1118772070 2005.06.14 R21-M1-N2-C:J10-U11 2005-06-14-11.01.10.339106 R21-M1-N2-C:J10-U11 RAS KERNEL FATAL machine state register: 0x00002000
TRUE:0 PRED:1 | 1125220268 2005.08.28 R75-M1-N8-C:J13-U11 2005-08-28-02.11.08.660202 R75-M1-N8-C:J13-U11 RAS KERNEL INFO 155918940 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1127756818 2005.09.26 R64-M0-NB-C:J14-U01 2005-09-26-10.46.58.701612 R64-M0-NB-C:J14-U01 RAS KERNEL INFO CE sym 16, at 0x0149a040, mask 0x80
TRUE:0 PRED:1 | 1127078365 2005.09.18 R71-M1-N8-C:J17-U11 2005-09-18-14.19.25.940731 R71-M1-N8-C:J17-U11 RAS KERNEL INFO CE sym 9, at 0x123b6ca0, mask 0x20
TRUE:0 PRED:1 | 1120889703 2005.07.08 R05-M0-N2 2005-07-08-23.15.03.798449 R05-M0-N2 NULL DISCOVERY WARNING Node card is not fully functional
TRUE:0 PRED:1 | 1121496365 2005.07.15 R03-M1-NB-C:J10-U01 2005-07-15-23.46.05.574350 R03-M1-NB-C:J10-U01 RAS KERNEL INFO generating core.22273
TRUE:0 PRED:1 | 1121309141 2005.07.13 R05-M0-NE-C:J04-U11 2005-07-13-19.45.41.015068 R05-M0-NE-C:J04-U11 RAS KERNEL INFO generating core.1103
TRUE:0 PRED:1 | 1121901115 2005.07.20 R11-M1-NB-C:J15-U11 2005-07-20-16.11.55.030054 R11-M1-NB-C:J15-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1132326853 2005.11.18 R63-M1-N4-I:J18-U01 2005-11-18-07.14.13.952254 R63-M1-N4-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
TRUE:0 PRED:1 | 1131525612 2005.11.09 R62-M0-N4-C:J13-U01 2005-11-09-00.40.12.350846 R62-M0-N4-C:J13-U01 RAS KERNEL FATAL program interrupt: privileged instruction...0
TRUE:0 PRED:1 | 1118710289 2005.06.13 R16-M0-N8-C:J02-U11 2005-06-13-17.51.29.224900 R16-M0-N8-C:J02-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
TRUE:0 PRED:1 | 1134159495 2005.12.09 R27-M0-N4-I:J18-U11 2005-12-09-12.18.15.322330 R27-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied
TRUE:0 PRED:1 | 1119803149 2005.06.26 R01-M1-N0-C:J04-U11 2005-06-26-09.25.49.706431 R01-M1-N0-C:J04-U11 RAS KERNEL INFO program interrupt: illegal instruction......1
TRUE:0 PRED:1 | 1129270727 2005.10.13 R30-M0-N5-C:J05-U01 2005-10-13-23.18.47.295678 R30-M0-N5-C:J05-U01 RAS KERNEL INFO CE sym 14, at 0x17086be0, mask 0x02
TRUE:0 PRED:1 | 1121901372 2005.07.20 R35-M1-N4-C:J17-U01 2005-07-20-16.16.12.601313 R35-M1-N4-C:J17-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1120658382 2005.07.06 R27-M1-N1-C:J02-U11 2005-07-06-06.59.42.777345 R27-M1-N1-C:J02-U11 RAS KERNEL INFO 1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected
TRUE:0 PRED:1 | 1127515927 2005.09.23 R07-M0-ND-C:J16-U01 2005-09-23-15.52.07.594229 R07-M0-ND-C:J16-U01 RAS KERNEL INFO CE sym 27, at 0x166a9f20, mask 0x02
TRUE:0 PRED:1 | 1118771528 2005.06.14 R26-M0-NF-C:J15-U01 2005-06-14-10.52.08.434393 R26-M0-NF-C:J15-U01 RAS KERNEL FATAL core configuration register: 0x00002000
TRUE:0 PRED:1 | 1121268169 2005.07.13 R32-M1-N8-C:J05-U01 2005-07-13-08.22.49.590817 R32-M1-N8-C:J05-U01 RAS KERNEL INFO CE sym 16, at 0x0456cd40, mask 0x04
TRUE:0 PRED:1 | 1133928743 2005.12.06 R36-M0-NE-C:J13-U01 2005-12-06-20.12.23.534341 R36-M0-NE-C:J13-U01 RAS KERNEL INFO Kernel detected 3486044 integer alignment exceptions (3486037) iar 0x00544ea8, dear 0x01ef7c60 (3486038) iar 0x00544eb8, dear 0x01ef7c80 (3486039) iar 0x00544ea8, dear 0x01ef7ca0 (3486040) iar 0x00544eb8, dear 0x01ef7cc0 (3486041) iar 0x00544ee0, dear 0x01ef7ce0 (3486042) iar 0x00544ef0, dear 0x01ef7d00 (3486043) iar 0x00544ee0, dear 0x01ef7d20 (3486044) iar 0x00544ef0, dear 0x01ef7d40
TRUE:0 PRED:1 | 1131590868 2005.11.09 R63-M0-N1-C:J07-U01 2005-11-09-18.47.48.543958 R63-M0-N1-C:J07-U01 RAS KERNEL INFO iar 00113898 dear 0fee9c4c
TRUE:0 PRED:1 | 1123914469 2005.08.12 R46-M0-N0-I:J18-U01 2005-08-12-23.27.49.807991 R46-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error
TRUE:0 PRED:1 | 1121496047 2005.07.15 R15-M0-NF-C:J11-U01 2005-07-15-23.40.47.857118 R15-M0-NF-C:J11-U01 RAS KERNEL INFO generating core.50505
TRUE:0 PRED:1 | 1121451271 2005.07.15 R07-M1-ND-C:J02-U11 2005-07-15-11.14.31.993348 R07-M1-ND-C:J02-U11 RAS KERNEL INFO generating core.1227
TRUE:0 PRED:1 | 1121252570 2005.07.13 R01-M0-NE-C:J05-U11 2005-07-13-04.02.50.779636 R01-M0-NE-C:J05-U11 RAS KERNEL INFO 115325776 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1120262314 2005.07.01 R32-M1-NB-C:J04-U11 2005-07-01-16.58.34.595623 R32-M1-NB-C:J04-U11 RAS KERNEL INFO 1146800 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121598991 2005.07.17 R11-M1-NA-C:J05-U11 2005-07-17-04.16.31.772786 R11-M1-NA-C:J05-U11 RAS KERNEL INFO generating core.45167
TRUE:0 PRED:1 | 1125224247 2005.08.28 R45-M0-N1-C:J14-U11 2005-08-28-03.17.27.804260 R45-M0-N1-C:J14-U11 RAS KERNEL INFO iar 00149ee0 dear 0099e5e8
TRUE:0 PRED:1 | 1125084172 2005.08.26 R67-M1-N6-C:J02-U11 2005-08-26-12.22.52.773900 R67-M1-N6-C:J02-U11 RAS KERNEL INFO iar 003a92a0 dear 013611f8
TRUE:0 PRED:1 | 1121903856 2005.07.20 R02-M0-N8-C:J12-U01 2005-07-20-16.57.36.030657 R02-M0-N8-C:J12-U01 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1125084296 2005.08.26 R67-M0-ND-C:J02-U01 2005-08-26-12.24.56.862775 R67-M0-ND-C:J02-U01 RAS KERNEL INFO iar 003a9254 dear 01299f08
TRUE:0 PRED:1 | 1125224452 2005.08.28 R44-M1-NB-C:J14-U11 2005-08-28-03.20.52.331600 R44-M1-NB-C:J14-U11 RAS KERNEL INFO iar 0014a150 dear 009a2998
TRUE:0 PRED:1 | 1125222526 2005.08.28 R54-M0-NB-C:J07-U01 2005-08-28-02.48.46.001360 R54-M0-NB-C:J07-U01 RAS KERNEL INFO 27901852 double-hummer alignment exceptions
TRUE:0 PRED:1 | 1121901110 2005.07.20 R15-M0-N2-C:J04-U11 2005-07-20-16.11.50.364727 R15-M0-N2-C:J04-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1121256399 2005.07.13 R27-M0-N6-C:J09-U11 2005-07-13-05.06.39.748124 R27-M0-N6-C:J09-U11 RAS KERNEL INFO generating core.17150
TRUE:0 PRED:1 | 1121311849 2005.07.13 R22-M1-ND-C:J05-U11 2005-07-13-20.30.49.413470 R22-M1-ND-C:J05-U11 RAS KERNEL INFO generating core.17851
TRUE:0 PRED:1 | 1121314022 2005.07.13 R37-M0-N2-C:J09-U01 2005-07-13-21.07.02.007176 R37-M0-N2-C:J09-U01 RAS KERNEL INFO generating core.22886
TRUE:0 PRED:1 | 1118770101 2005.06.14 R21-M1-N6-C:J03-U11 2005-06-14-10.28.21.217840 R21-M1-N6-C:J03-U11 RAS KERNEL FATAL program interrupt: illegal instruction......0
TRUE:0 PRED:1 | 1131583004 2005.11.09 R63-M0-NF-C:J05-U11 2005-11-09-16.36.44.235997 R63-M0-NF-C:J05-U11 RAS KERNEL INFO iar 00106288 dear 02f7a0fc
TRUE:0 PRED:1 | 1118772877 2005.06.14 R27-M1-N3-C:J04-U11 2005-06-14-11.14.37.821210 R27-M1-N3-C:J04-U11 RAS KERNEL FATAL lr:00004ed0 cr:28244842 xer:20000002 ctr:00086000
TRUE:0 PRED:1 | 1121312306 2005.07.13 R35-M1-N0-C:J13-U01 2005-07-13-20.38.26.141724 R35-M1-N0-C:J13-U01 RAS KERNEL INFO generating core.11493
TRUE:0 PRED:1 | 1125220578 2005.08.28 R70-M0-NF-C:J06-U01 2005-08-28-02.16.18.871630 R70-M0-NF-C:J06-U01 RAS KERNEL INFO iar 0014a150 dear 00719fc8
TRUE:0 PRED:1 | 1123030687 2005.08.02 R00-M0-N2 2005-08-02-17.58.07.084868 R00-M0-N2 NULL DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
TRUE:0 PRED:1 | 1118112700 2005.06.06 R23-M0-N0-I:J18-U01 2005-06-06-19.51.40.376079 R23-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff
TRUE:0 PRED:1 | 1121903679 2005.07.20 R32-M0-N3-C:J08-U11 2005-07-20-16.54.39.433528 R32-M0-N3-C:J08-U11 RAS KERNEL INFO 8 floating point alignment exceptions
TRUE:0 PRED:1 | 1129551549 2005.10.17 R02-M0-N4-C:J04-U11 2005-10-17-05.19.09.715915 R02-M0-N4-C:J04-U11 RAS KERNEL INFO data cache search parity error detected. attempting to correct
TRUE:0 PRED:1 | 1118770227 2005.06.14 R25-M1-N6-C:J15-U11 2005-06-14-10.30.27.419268 R25-M1-N6-C:J15-U11 RAS KERNEL FATAL program interrupt: privileged instruction...0
TRUE:0 PRED:1 | 1118772927 2005.06.14 R27-M0-N6-C:J02-U11 2005-06-14-11.15.27.823191 R27-M0-N6-C:J02-U11 RAS KERNEL FATAL rts internal error
TRUE:0 PRED:1 | 1118766833 2005.06.14 R24-M1-ND-C:J11-U11 2005-06-14-09.33.53.107913 R24-M1-ND-C:J11-U11 RAS KERNEL FATAL instruction address: 0x00004ed8
